57, 16
20, 74
3288, 1772

60, 17
18, 40
12452, 2246

53, 30
12, 48
10554, 7484

94, 41
16, 34
5960, 3140

51, 15
16, 53
15646, 8526

15, 44
55, 34
14665, 15766

61, 16
17, 39
15223, 18028

39, 24
13, 42
17748, 10592

61, 26
28, 69
15037, 4719

14, 59
55, 19
15659, 19538

58, 20
16, 37
6210, 4660

24, 46
49, 16
3921, 4284

83, 62
31, 88
9119, 12518

83, 44
31, 54
5857, 4570

46, 32
32, 96
5332, 6880

55, 28
30, 50
9175, 12224

62, 35
11, 34
19628, 9357

37, 55
50, 11
6401, 4829

45, 77
36, 12
9323, 14923

31, 89
92, 26
8931, 4209

24, 45
57, 32
10244, 13383

33, 23
34, 84
3431, 4321

54, 20
23, 47
13618, 11332

48, 21
18, 55
2684, 15337

72, 31
17, 30
6191, 3913

31, 53
58, 31
5857, 17657

37, 94
76, 58
6250, 8584

54, 18
27, 67
18890, 13858

47, 95
98, 33
4349, 5819

56, 28
27, 94
6057, 9066

21, 59
86, 32
2417, 2179

67, 96
55, 16
2626, 1376

72, 13
17, 78
15058, 14927

43, 39
16, 95
4648, 12023

36, 13
23, 36
9934, 8941

55, 14
18, 70
5711, 1306

85, 31
44, 73
9481, 6818

71, 37
15, 53
13491, 15729

21, 66
31, 11
2836, 1826

27, 53
60, 24
10451, 225

44, 31
13, 32
18546, 19534

16, 48
44, 38
1220, 2250

17, 57
78, 66
7040, 8940

13, 38
30, 19
4083, 9658

11, 29
78, 44
19500, 4346

14, 90
88, 16
4654, 4082

84, 19
18, 86
2748, 8159

17, 57
68, 13
992, 6337

72, 35
13, 47
7519, 3887

95, 11
19, 41
6042, 2756

21, 37
53, 31
10165, 5755

22, 52
79, 40
2887, 4036

17, 38
73, 42
14580, 15240

46, 84
67, 32
4317, 2372

37, 13
21, 55
3836, 2182

32, 95
65, 12
1190, 2447

67, 67
16, 73
4877, 7214

11, 57
77, 37
1782, 5252

77, 33
11, 59
2806, 9794

88, 37
40, 88
6344, 5657

45, 86
85, 49
9780, 10863

94, 54
21, 52
8715, 6564

22, 23
16, 70
3002, 6761

17, 65
54, 22
12400, 1072

46, 91
77, 16
3795, 4372

84, 21
32, 45
5148, 2286

38, 17
28, 61
3498, 18774

56, 93
82, 24
1422, 2025

69, 48
11, 99
3505, 9198

85, 30
52, 80
12113, 10070

17, 74
74, 13
1862, 16659

59, 83
52, 17
2259, 2841

12, 39
74, 31
8948, 7103

63, 15
11, 54
14625, 1670

43, 11
16, 29
3189, 2083

11, 50
68, 26
3360, 10800

36, 99
49, 23
2107, 5012

52, 36
11, 55
3816, 5864

29, 54
48, 18
3194, 3014

38, 16
23, 44
15107, 6748

21, 43
63, 31
4032, 3258

30, 73
77, 41
1935, 2513

31, 97
41, 24
4929, 8957

31, 52
92, 45
7914, 4092

41, 23
30, 59
594, 1645

79, 36
15, 74
6373, 7740

69, 14
19, 76
7888, 14756

41, 22
28, 51
3423, 8491

14, 32
94, 25
7496, 4793

14, 45
82, 52
2262, 15016

38, 39
53, 13
6695, 3601

48, 20
32, 61
4448, 16219

16, 38
70, 36
8560, 6000

80, 13
16, 75
7952, 3971

16, 43
30, 12
9258, 12615

61, 71
15, 86
4115, 9656

20, 41
56, 20
4480, 13060

42, 87
53, 36
4581, 4398

39, 17
45, 86
7437, 9150

91, 29
44, 80
11469, 9527

12, 65
78, 12
16640, 16274

19, 65
61, 19
12120, 756

98, 40
64, 98
10122, 6144

32, 89
38, 20
3456, 6870

60, 19
22, 58
1360, 10182

14, 83
92, 62
6170, 8057

88, 25
53, 82
8170, 3526

27, 73
63, 11
17603, 5163

53, 27
33, 62
7611, 3599

20, 47
54, 20
4468, 13566

71, 22
11, 52
10021, 372

91, 37
29, 78
9603, 7546

75, 18
33, 94
8388, 7264

21, 96
88, 39
1808, 4269

13, 39
48, 28
10721, 6695

55, 86
96, 39
9429, 7077

19, 50
75, 46
18244, 17920

52, 13
81, 81
4892, 3410

17, 95
54, 61
4990, 10791

28, 62
90, 21
7450, 5621

56, 19
16, 38
11832, 6295

11, 50
79, 43
19472, 18896

13, 21
58, 23
4216, 2781

49, 17
13, 28
3018, 2339

47, 98
19, 11
5321, 8319

45, 19
18, 33
11240, 12893

16, 60
70, 52
6558, 6700

59, 88
85, 31
12375, 9167

79, 27
47, 75
6890, 6834

14, 67
97, 38
2307, 3795

34, 75
69, 19
7833, 6489

16, 44
88, 35
8280, 5589

77, 45
18, 64
5887, 6061

17, 63
48, 11
15217, 13649

26, 81
66, 14
6356, 4990

16, 58
71, 19
6828, 4728

14, 49
75, 20
11655, 9305

41, 14
12, 59
2130, 16548

38, 56
34, 12
810, 16024

87, 79
11, 87
9691, 16347

73, 44
21, 47
3829, 2720

71, 18
68, 67
12998, 7923

13, 54
66, 14
9606, 2602

15, 86
91, 53
1744, 8124

22, 64
65, 28
6224, 16744

61, 45
21, 98
4214, 11277

28, 57
52, 31
584, 7698

11, 40
82, 16
4565, 4184

14, 64
26, 28
2332, 2756

19, 61
34, 26
704, 1096

50, 23
21, 49
16626, 17288

60, 13
22, 60
19160, 8499

53, 25
26, 52
5752, 9516

94, 28
34, 49
8400, 4368

36, 25
20, 59
3640, 3836

72, 46
21, 42
13244, 14486

16, 48
62, 12
9594, 5924

11, 92
73, 32
3404, 5328

17, 49
50, 21
5056, 2877

53, 11
11, 69
13648, 14976

61, 38
12, 33
4094, 3214

20, 76
49, 12
3667, 6444

12, 52
62, 28
1132, 6988

35, 15
32, 50
8002, 9430

11, 74
79, 50
2429, 6230

28, 54
46, 28
9642, 9706

30, 46
28, 12
11486, 4046

93, 51
11, 36
5827, 3615

20, 40
56, 36
2696, 3036

13, 56
77, 22
11704, 14328

51, 14
30, 68
4463, 17990

12, 90
45, 16
1836, 3482

82, 16
11, 70
8687, 14862

46, 24
42, 80
2984, 4984

14, 31
42, 27
12688, 11310

72, 19
59, 94
2718, 2129

13, 67
71, 19
15897, 11843

91, 41
47, 75
6855, 4165

23, 52
97, 45
7376, 5695

61, 12
61, 93
8174, 9384

54, 23
15, 84
4377, 5512

55, 24
13, 48
1350, 272

94, 17
65, 83
13298, 8532

58, 82
73, 22
6667, 7558

73, 46
21, 69
7153, 8188

70, 22
47, 89
8181, 5763

49, 17
17, 36
12882, 18606

70, 28
14, 52
3766, 5636

27, 71
89, 59
1525, 3135

43, 15
23, 44
9914, 3418

15, 58
67, 23
5115, 8649

47, 68
24, 11
3464, 12221

36, 87
76, 25
7856, 5816

93, 28
37, 66
11030, 8368

13, 89
60, 15
4751, 5218

13, 24
83, 25
3864, 2389

71, 14
18, 67
12041, 14559

17, 55
62, 30
4799, 3585

93, 18
13, 62
7497, 3414

25, 70
76, 50
4854, 4800

29, 54
48, 28
16161, 7766

84, 90
74, 11
11694, 8637

41, 13
20, 81
773, 1141

27, 91
71, 24
8296, 10091

50, 47
17, 67
5512, 7018

47, 94
76, 13
6207, 6993

57, 12
29, 72
7908, 13772

11, 67
60, 21
10797, 9382

13, 68
76, 68
5915, 9520

20, 55
64, 14
3528, 2898

72, 59
17, 68
3139, 3167

24, 53
38, 21
7916, 17887

93, 97
13, 99
9641, 15353

15, 97
89, 34
2353, 6010

78, 39
58, 90
6764, 8445

12, 43
65, 11
5332, 5298

71, 17
60, 57
6585, 2472

42, 16
28, 38
1568, 1144

53, 24
21, 92
4564, 3964

18, 26
54, 12
2862, 1098

96, 36
24, 79
4944, 3114

59, 21
30, 72
19614, 428

71, 11
64, 83
5870, 4856

20, 54
65, 41
5645, 3809

38, 16
30, 66
19304, 12482

54, 11
36, 78
11870, 7567

60, 35
15, 66
1590, 6309

12, 33
66, 48
8792, 15647

79, 21
68, 91
6290, 5537

30, 21
36, 88
5298, 8607

59, 61
16, 70
1747, 5869

67, 22
15, 56
556, 3330

93, 37
14, 61
9946, 8724

40, 11
29, 51
990, 3218

19, 38
47, 11
18259, 898

22, 13
20, 47
2862, 4068

67, 22
41, 46
3326, 2296

66, 33
25, 59
13602, 4921

95, 51
18, 85
6537, 10591

20, 95
50, 24
3730, 4694

47, 89
42, 14
4510, 6050

46, 41
13, 51
3478, 6253

27, 60
58, 17
505, 19167

13, 16
54, 14
5609, 2654

20, 92
64, 34
2852, 1922

25, 78
72, 21
3901, 17510

11, 57
73, 20
8507, 9590

81, 82
59, 15
9617, 6068

17, 51
63, 32
10215, 8955

23, 62
43, 16
12373, 18934

70, 27
17, 96
2196, 2457

72, 15
18, 71
17450, 4395

23, 49
82, 29
3918, 3102

15, 89
34, 40
1318, 6688

32, 54
46, 21
9480, 6938

13, 46
50, 12
9407, 11642

18, 56
78, 67
7974, 10579

16, 62
94, 55
6480, 7792

89, 35
38, 83
9427, 7042

17, 80
87, 43
9527, 9291

29, 14
29, 52
1540, 15370

22, 53
46, 22
1192, 5223

24, 61
43, 18
15889, 4821

59, 56
17, 85
1683, 4352

15, 37
44, 21
2840, 3504

34, 83
44, 32
5074, 7711

17, 41
18, 12
1736, 4664

13, 23
79, 24
1442, 1162

59, 22
14, 44
1493, 4202

50, 24
50, 90
4550, 5814

42, 76
88, 45
7484, 8516

54, 30
19, 57
5507, 3849

43, 90
67, 12
913, 1398

71, 11
37, 97
4860, 4860

29, 64
99, 18
3808, 986

42, 76
33, 11
19352, 13554

15, 72
99, 60
6456, 4416

44, 15
59, 76
4939, 3528

27, 20
23, 97
1796, 4289

20, 69
31, 28
3083, 4873

64, 11
20, 59
13820, 19638

85, 21
35, 65
2900, 3196

37, 14
47, 69
19753, 12121

84, 11
89, 94
9052, 7773

59, 27
28, 49
6811, 6048

11, 41
53, 29
15684, 1596

74, 60
17, 81
846, 2568

37, 19
17, 36
418, 2575

66, 52
23, 80
4669, 3988

15, 83
84, 12
2861, 18617

86, 38
13, 60
11941, 224

16, 83
68, 29
7384, 6577

19, 63
41, 18
3115, 2898

78, 36
34, 60
8960, 5952

16, 62
59, 14
4197, 7846

61, 91
75, 31
835, 1003

22, 79
91, 65
2987, 7323

57, 13
23, 58
14865, 12512

57, 69
77, 15
6139, 2817

91, 56
25, 69
7126, 7763

16, 35
30, 17
3366, 4008

67, 24
27, 86
6782, 8154

12, 49
54, 14
4862, 12478

14, 56
40, 19
5836, 10204

22, 72
69, 11
6915, 5523

28, 83
68, 11
14848, 2920

44, 11
22, 60
16336, 18195

62, 52
24, 79
5746, 9941

18, 67
66, 50
912, 2025

92, 23
26, 79
4826, 3889

14, 49
62, 31
16240, 4860

42, 11
25, 78
11083, 7794

43, 32
19, 61
4387, 6873

83, 59
21, 51
2245, 2173

25, 12
14, 36
12142, 1808

25, 11
18, 50
